TARGET	AGENT	COMP1	COMP2	COMP3	NONSE1	NONSE2	NONSE3	NONSE4	NONSE5	COMPnum	NONSEnum	ITEM	SCENE	ORDER	SUBJECT	COND	ACCURACY	TARGET_early	AGENT_early	COMP1_early	COMP2_early	COMP3_early	NONSE1_early	NONSE2_early	NONSE3_early	NONSE4_early	NONSE5_early
1912	974	1357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	70	6	3	103	2	1	NaN	7	560	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1622	1403	NaN	2819	1133	1232	NaN	NaN	NaN	NaN	3	1	67	3	4	103	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	921	2183	1780	1980	2777	NaN	NaN	NaN	NaN	3	1	47	31	5	103	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	995	1869	NaN	NaN	NaN	2440	NaN	1496	NaN	1	4	45	29	6	103	0	1	NaN	723	7	NaN	NaN	NaN	NaN	NaN	298	NaN
NaN	1204	3105	2613	2230	2117	NaN	NaN	NaN	NaN	3	1	36	20	7	103	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	724	NaN	NaN	NaN	1334	2691	2530	NaN	NaN	0	4	39	23	8	103	0	1	NaN	611	NaN	NaN	NaN	NaN	479	NaN	NaN	NaN
1537	484	1289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	11	11	9	103	1	1	NaN	296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1793	1043	1560	2241	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	10	103	2	1	NaN	423	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	952	1228	NaN	NaN	2289	2480	2704	NaN	NaN	1	3	33	17	11	103	0	1	NaN	217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2118	369	1656	2508	NaN	1974	NaN	NaN	NaN	NaN	3	1	69	5	12	103	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1759	907	NaN	1400	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	13	103	1	1	NaN	604	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	705	2156	NaN	NaN	1799	NaN	NaN	NaN	NaN	2	2	48	32	14	103	0	1	NaN	272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	379	NaN	NaN	NaN	1559	NaN	2283	1832	NaN	0	5	43	27	15	103	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2584	1463	NaN	2196	1998	NaN	NaN	NaN	NaN	NaN	3	1	16	16	16	103	1	1	NaN	725	NaN	492	NaN	7	NaN	NaN	NaN	NaN
NaN	759	1717	NaN	NaN	2406	2203	NaN	NaN	NaN	2	2	38	22	17	103	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1083	1986	NaN	NaN	2141	3360	2610	1810	NaN	1	4	46	30	18	103	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1275	NaN	NaN	NaN	2863	1116	3036	2034	NaN	0	4	35	19	19	103	0	1	NaN	526	NaN	NaN	NaN	NaN	275	NaN	NaN	NaN
2294	NaN	1928	2164	1140	1770	NaN	NaN	NaN	NaN	3	1	65	1	20	103	2	1	NaN	747	288	NaN	525	NaN	NaN	NaN	NaN	NaN
NaN	3187	1144	1307	NaN	1031	1478	2498	NaN	NaN	2	3	42	26	21	103	0	1	NaN	288	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
1898	1245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	10	10	22	103	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2154	326	3447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	15	15	23	103	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	562	1419	2585	2267	2124	2758	NaN	NaN	NaN	3	2	44	28	24	103	0	1	NaN	448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1258	2387	1020	1773	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	25	103	2	1	7	NaN	822	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1214	441	2495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	26	103	1	1	NaN	300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	1795	1614	1972	1089	2169	0	5	40	24	27	103	0	1	NaN	480	NaN	NaN	NaN	NaN	NaN	NaN	220	NaN
1845	551	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	28	103	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	386	1894	NaN	NaN	1307	2299	1642	NaN	NaN	1	3	41	25	29	103	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2132	465	1589	1799	1999	NaN	NaN	NaN	NaN	NaN	3	0	12	12	30	103	1	1	NaN	290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2388	360	NaN	2303	2880	NaN	NaN	NaN	NaN	NaN	3	0	71	7	31	103	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1195	3566	NaN	1616	NaN	2698	NaN	NaN	NaN	NaN	3	1	72	8	32	103	2	1	267	803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	1	104	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	7	7	2	104	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1825	866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	3	104	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	34	18	4	104	0	1	NaN	824	NaN	NaN	652	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2372	2066	1651	NaN	NaN	NaN	NaN	NaN	3	2	44	28	5	104	0	1	NaN	550	982	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1017	2078	1654	NaN	1497	NaN	NaN	NaN	NaN	NaN	3	0	2	2	6	104	1	1	NaN	612	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2070	NaN	NaN	NaN	1	4	45	29	7	104	0	1	NaN	753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1305	1742	NaN	1953	NaN	NaN	NaN	NaN	2	2	48	32	8	104	0	1	NaN	655	1257	NaN	NaN	349	NaN	NaN	NaN	NaN
NaN	1446	1606	NaN	NaN	2270	NaN	NaN	NaN	NaN	1	3	33	17	9	104	0	1	NaN	337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1838	1352	1093	NaN	1471	NaN	NaN	NaN	NaN	NaN	3	0	73	9	10	104	2	1	NaN	7	1046	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1419	NaN	NaN	NaN	2868	NaN	NaN	NaN	NaN	2	3	37	21	11	104	0	1	NaN	1364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	630	NaN	NaN	1510	1340	NaN	NaN	NaN	NaN	3	1	74	10	12	104	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1395	1900	2074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	13	104	1	1	NaN	800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1001	NaN	NaN	NaN	1986	2102	NaN	2414	NaN	0	4	39	23	14	104	0	1	NaN	798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1443	2118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	47	31	15	104	0	1	NaN	7	1242	NaN	1133	NaN	NaN	NaN	NaN	NaN
NaN	7	NaN	NaN	NaN	2296	NaN	NaN	NaN	NaN	1	3	41	25	16	104	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1926	NaN	1770	1363	NaN	NaN	NaN	NaN	3	1	80	16	17	104	2	1	NaN	694	1066	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	1211	2655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	36	20	18	104	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1374	1859	NaN	NaN	NaN	NaN	NaN	NaN	2	3	42	26	19	104	0	1	NaN	757	NaN	NaN	NaN	NaN	NaN	298	NaN	NaN
NaN	NaN	NaN	NaN	1218	NaN	NaN	NaN	NaN	NaN	3	0	6	6	20	104	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1956	989	NaN	1714	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	21	104	2	1	NaN	816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	22	104	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	918	NaN	NaN	NaN	2577	NaN	NaN	NaN	NaN	0	5	43	27	23	104	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1549	NaN	NaN	NaN	1738	1932	NaN	NaN	NaN	0	5	40	24	24	104	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1371	NaN	2183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	25	104	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1297	1022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	79	15	26	104	2	1	606	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1698	1082	NaN	1531	NaN	NaN	NaN	NaN	NaN	NaN	3	0	75	11	27	104	2	1	NaN	530	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1508	NaN	NaN	NaN	NaN	1729	1287	2643	NaN	0	4	35	19	28	104	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	878	NaN
NaN	NaN	NaN	2604	1291	NaN	NaN	NaN	NaN	NaN	3	1	1	1	29	104	1	1	NaN	NaN	NaN	NaN	376	NaN	NaN	NaN	NaN	NaN
NaN	969	NaN	NaN	NaN	NaN	1204	NaN	2482	NaN	1	4	46	30	30	104	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	771	NaN
1599	1942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	3	3	31	104	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1039	1678	NaN	NaN	NaN	2212	NaN	2079	NaN	1	4	45	29	1	106	0	1	NaN	535	7	NaN	NaN	NaN	NaN	NaN	227	NaN
NaN	1422	1966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	48	32	2	106	0	1	NaN	238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2392	NaN	NaN	NaN	1574	2020	1828	1043	NaN	0	4	39	23	3	106	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	979	NaN
2250	1148	1346	1836	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	4	106	2	1	NaN	214	436	680	NaN	NaN	NaN	NaN	NaN	NaN
1084	1546	NaN	NaN	NaN	927	NaN	NaN	NaN	NaN	3	1	78	14	5	106	2	1	NaN	401	NaN	NaN	NaN	888	NaN	NaN	NaN	NaN
NaN	1040	1635	NaN	NaN	NaN	1344	NaN	NaN	NaN	1	3	33	17	6	106	0	1	NaN	232	690	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	882	1396	NaN	NaN	1555	2294	2482	NaN	NaN	1	3	41	25	7	106	0	1	NaN	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1325	2710	2491	2333	NaN	NaN	NaN	NaN	NaN	3	1	47	31	8	106	0	1	NaN	7	NaN	NaN	NaN	948	NaN	NaN	NaN	NaN
2009	1046	1746	2346	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	9	106	1	1	646	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1614	NaN	NaN	NaN	1434	1244	1171	1922	NaN	0	5	43	27	10	106	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1938	1249	NaN	NaN	1026	NaN	NaN	NaN	NaN	NaN	3	0	73	9	11	106	2	1	NaN	7	NaN	NaN	973	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2246	1322	2429	NaN	NaN	NaN	NaN	NaN	3	1	80	16	12	106	2	1	NaN	405	NaN	1292	1086	7	NaN	NaN	NaN	NaN
1146	2361	NaN	1979	1477	NaN	NaN	NaN	NaN	NaN	3	0	7	7	13	106	1	1	1119	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1324	1548	1746	2375	1121	NaN	NaN	NaN	NaN	3	1	36	20	14	106	0	1	NaN	7	NaN	720	NaN	1055	NaN	NaN	NaN	NaN
NaN	NaN	1340	NaN	NaN	NaN	2620	NaN	NaN	NaN	2	3	42	26	15	106	0	1	NaN	608	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	1679	1472	1075	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	16	106	1	1	7	NaN	277	1035	NaN	NaN	NaN	NaN	NaN	NaN
1257	736	NaN	1665	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	17	106	1	1	262	558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1148	NaN	NaN	NaN	NaN	2150	1973	NaN	NaN	0	5	40	24	18	106	0	1	NaN	430	NaN	NaN	NaN	NaN	NaN	NaN	890	NaN
NaN	867	1440	1012	2464	NaN	NaN	NaN	NaN	NaN	3	2	44	28	19	106	0	1	NaN	649	489	245	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1740	1429	2103	NaN	NaN	NaN	NaN	NaN	3	1	34	18	20	106	0	1	NaN	288	582	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1487	2471	NaN	3331	1002	NaN	NaN	NaN	NaN	NaN	3	0	75	11	21	106	2	1	491	235	NaN	NaN	688	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2601	NaN	NaN	2159	982	NaN	1663	NaN	1	4	46	30	22	106	0	1	NaN	7	NaN	NaN	NaN	NaN	747	NaN	NaN	NaN
929	1520	NaN	1847	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	23	106	1	1	417	649	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1572	NaN	NaN	1163	3014	1944	NaN	NaN	NaN	NaN	3	1	1	1	24	106	1	1	NaN	709	518	887	NaN	304	NaN	NaN	NaN	NaN
NaN	1122	832	2251	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	25	106	0	1	NaN	7	774	519	NaN	NaN	NaN	NaN	NaN	NaN
1714	NaN	NaN	NaN	NaN	1088	NaN	NaN	NaN	NaN	3	1	3	3	26	106	1	1	NaN	7	NaN	722	NaN	NaN	NaN	NaN	NaN	NaN
1945	NaN	NaN	1715	721	NaN	NaN	NaN	NaN	NaN	3	1	74	10	27	106	2	1	NaN	7	NaN	NaN	695	NaN	NaN	NaN	NaN	NaN
936	1914	NaN	1759	1454	NaN	NaN	NaN	NaN	NaN	3	0	6	6	28	106	1	1	900	184	425	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	79	15	29	106	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1366	1975	NaN	1013	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	30	106	2	1	NaN	481	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1345	2013	2285	NaN	NaN	NaN	NaN	NaN	NaN	2	3	37	21	31	106	0	1	NaN	409	NaN	NaN	NaN	250	773	NaN	NaN	NaN
2038	1213	NaN	976	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	1	107	1	1	NaN	474	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2796	NaN	NaN	NaN	1523	1686	2325	1241	2587	0	5	40	24	2	107	0	1	NaN	593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	804
NaN	NaN	1176	1524	NaN	3134	2901	2732	NaN	NaN	2	3	37	21	3	107	0	1	NaN	256	975	NaN	NaN	488	NaN	NaN	NaN	NaN
1886	863	NaN	1476	1303	NaN	NaN	NaN	NaN	NaN	3	1	15	15	4	107	1	1	681	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2469	1475	NaN	NaN	1130	930	2263	NaN	NaN	1	3	41	25	5	107	0	1	NaN	7	NaN	NaN	NaN	NaN	897	NaN	NaN	NaN
1312	NaN	1801	NaN	1520	NaN	NaN	NaN	NaN	NaN	3	0	71	7	6	107	2	1	1122	7	708	919	NaN	NaN	NaN	NaN	NaN	NaN
1374	1790	NaN	1044	1197	NaN	NaN	NaN	NaN	NaN	3	1	10	10	7	107	1	1	618	205	NaN	1020	NaN	NaN	NaN	NaN	NaN	NaN
1149	1980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	8	107	2	1	292	785	NaN	NaN	NaN	638	NaN	NaN	NaN	NaN
NaN	NaN	1562	1134	2168	NaN	NaN	NaN	NaN	NaN	3	1	36	20	9	107	0	1	NaN	7	902	1086	NaN	462	NaN	NaN	NaN	NaN
1656	NaN	892	NaN	1264	NaN	NaN	NaN	NaN	NaN	3	1	69	5	10	107	2	1	NaN	7	839	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1020	NaN	NaN	NaN	1387	1572	2015	NaN	NaN	0	4	39	23	11	107	0	1	NaN	825	NaN	NaN	NaN	NaN	NaN	263	493	NaN
NaN	NaN	NaN	1013	NaN	NaN	1624	NaN	NaN	NaN	2	2	38	22	12	107	0	1	NaN	7	NaN	730	NaN	NaN	NaN	NaN	NaN	NaN
1153	2092	898	1353	4154	NaN	NaN	NaN	NaN	NaN	3	1	14	14	13	107	1	1	617	379	863	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1205	1581	1788	1348	NaN	NaN	NaN	NaN	NaN	NaN	3	1	65	1	14	107	2	1	955	459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2344	1863	NaN	NaN	NaN	1468	NaN	NaN	NaN	NaN	3	1	16	16	15	107	1	1	NaN	429	1085	688	NaN	7	NaN	NaN	NaN	NaN
1053	1870	750	NaN	1403	NaN	NaN	NaN	NaN	NaN	3	0	9	9	16	107	1	1	NaN	7	496	NaN	NaN	NaN	NaN	NaN	NaN	NaN
884	2007	NaN	1045	1304	NaN	NaN	NaN	NaN	NaN	3	0	11	11	17	107	1	1	630	316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2818	1901	2276	1277	1686	NaN	NaN	NaN	NaN	3	1	47	31	18	107	0	1	NaN	7	927	514	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1471	1001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	48	32	19	107	0	1	NaN	385	941	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	NaN	1207	2130	1373	1661	NaN	NaN	NaN	NaN	3	1	34	18	20	107	0	1	NaN	464	1179	NaN	301	NaN	NaN	NaN	NaN	NaN
NaN	1241	NaN	NaN	NaN	2014	1804	NaN	906	2378	0	5	43	27	21	107	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	622	NaN
1754	2482	1361	1591	971	NaN	NaN	NaN	NaN	NaN	3	0	12	12	22	107	1	1	NaN	233	NaN	NaN	733	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1951	NaN	NaN	1672	1019	2642	1294	NaN	1	4	46	30	23	107	0	1	NaN	7	NaN	NaN	NaN	NaN	971	NaN	NaN	NaN
NaN	NaN	1614	2298	NaN	1167	1772	899	NaN	NaN	2	3	42	26	24	107	0	1	NaN	441	NaN	NaN	NaN	275	NaN	834	NaN	NaN
NaN	NaN	1028	NaN	NaN	2090	1220	2601	NaN	NaN	1	4	45	29	25	107	0	1	NaN	526	7	NaN	NaN	NaN	235	NaN	NaN	NaN
NaN	NaN	1277	NaN	NaN	2029	1021	2602	NaN	NaN	1	3	33	17	26	107	0	1	NaN	308	533	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1424	1182	3502	1970	1612	801	NaN	NaN	NaN	NaN	3	1	67	3	27	107	2	1	555	7	NaN	NaN	NaN	743	NaN	NaN	NaN	NaN
1785	NaN	1229	NaN	1971	NaN	NaN	NaN	NaN	NaN	3	0	70	6	28	107	2	1	NaN	375	NaN	761	NaN	NaN	NaN	NaN	NaN	NaN
1368	1108	2155	935	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	29	107	2	1	497	300	7	895	NaN	NaN	NaN	NaN	NaN	NaN
2603	1626	1103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	30	107	2	1	7	854	326	603	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1104	NaN	NaN	NaN	1589	2274	2477	2113	NaN	0	4	35	19	31	107	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	628	NaN	NaN
NaN	1502	857	1017	2227	2620	1261	NaN	NaN	NaN	3	2	44	28	32	107	0	1	NaN	281	654	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	1	108	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	902	NaN	NaN	NaN	NaN	1918	NaN	NaN	NaN	1	3	33	17	2	108	0	1	NaN	873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	73	9	3	108	2	1	NaN	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	736	NaN	NaN	1827	NaN	NaN	NaN	NaN	NaN	3	1	79	15	4	108	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1899	438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	3	3	5	108	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	6	108	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	4	39	23	7	108	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1024	NaN	NaN	NaN	NaN	2072	NaN	2375	NaN	0	4	35	19	8	108	0	1	NaN	7	NaN	NaN	NaN	NaN	870	NaN	NaN	NaN
NaN	1673	NaN	NaN	NaN	NaN	NaN	1025	1923	NaN	0	5	43	27	9	108	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2729	NaN	2471	2247	NaN	2995	NaN	NaN	NaN	NaN	3	1	80	16	10	108	2	1	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	903	2279	2135	2510	NaN	NaN	NaN	NaN	NaN	3	1	36	20	11	108	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1189	861	NaN	NaN	NaN	NaN	NaN	NaN	3	2	44	28	12	108	0	1	NaN	285	574	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2139	NaN	NaN	1001	NaN	NaN	NaN	NaN	2	2	48	32	13	108	0	1	NaN	NaN	NaN	NaN	NaN	86	NaN	NaN	NaN	NaN
NaN	NaN	1747	2566	NaN	743	NaN	NaN	NaN	NaN	2	3	42	26	14	108	0	1	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
2774	1129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	7	7	15	108	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1647	NaN	1916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	16	108	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	726	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	17	108	2	1	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
2956	2490	1658	NaN	2166	NaN	NaN	NaN	NaN	NaN	3	0	75	11	18	108	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1092	2679	NaN	NaN	2503	NaN	NaN	NaN	NaN	1	4	46	30	19	108	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	74	10	20	108	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	1742	NaN	1268	NaN	NaN	NaN	NaN	2	3	37	21	21	108	0	1	NaN	NaN	NaN	NaN	NaN	529	NaN	NaN	NaN	NaN
1753	2538	NaN	2920	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	22	108	1	1	421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	845	NaN	NaN	NaN	NaN	2554	NaN	NaN	NaN	1	3	41	25	23	108	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	913	NaN	NaN	NaN	NaN	2392	2168	NaN	1	4	45	29	24	108	0	1	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	524	NaN
1520	NaN	1016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	25	108	1	1	7	NaN	726	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	761	NaN	NaN	NaN	NaN	NaN	3	1	1	1	26	108	1	1	NaN	NaN	NaN	NaN	420	NaN	NaN	NaN	NaN	NaN
1842	1045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	27	108	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1657	963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	28	108	1	1	NaN	307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	47	31	29	108	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1060	NaN	1329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	30	108	1	1	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2348	1733	1168	NaN	0	5	40	24	31	108	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	274	608
